input_index,latitude,longitude,frp,bright_ti4,acq_date,dist_industry_km,dist_forest_km,dist_agriculture_km,dist_oil_gas_km,dist_refinery_km,dist_mining_km,dist_powerplant_km,final_label,hybrid_confidence,raw_ml_confidence,confidence_level,decision_source,agreement,conflict,requires_human_review,review_reason,rule_prediction,rule_active_votes,ml_prediction,ml_top_probability,risk_score,explanation_bullets,n_explanation_bullets,classification_status,decision_confidence,ml_probability,rule_consensus,rule_vote_strength
217,7.55889,81.2997,1.3,309.37,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
218,7.76356,80.32153,1.7,306.91,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
219,7.96894,79.79425,3.02,308.78,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9995,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995,0.0,"[""Low-intensity thermal source (FRP: 3.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9995,unclassified,0.0
220,7.97252,80.73882,2.91,321.51,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 2.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
221,8.01085,81.28994,1.23,306.92,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.2 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
222,8.08357,80.79222,6.49,328.17,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Moderate thermal signature (FRP: 6.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
223,8.08421,80.78805,6.49,330.49,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Moderate thermal signature (FRP: 6.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
224,8.35069,80.99633,0.44,308.39,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
225,9.55174,77.51925,0.75,300.72,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
226,9.55315,77.52262,2.59,321.0,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9985,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9985,0.0,"[""Low-intensity thermal source (FRP: 2.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9985,unclassified,0.0
227,9.55481,77.51051,0.75,305.7,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
228,9.55874,77.51527,2.55,299.36,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.999,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999,0.0,"[""Low-intensity thermal source (FRP: 2.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.999,unclassified,0.0
229,9.55933,77.5109,0.75,299.08,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
230,9.56071,77.53418,2.32,314.02,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9985,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9985,0.0,"[""Low-intensity thermal source (FRP: 2.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9985,unclassified,0.0
231,9.56267,77.52,2.11,312.46,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.999,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999,0.0,"[""Low-intensity thermal source (FRP: 2.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.999,unclassified,0.0
232,11.17563,79.08776,0.63,304.65,2026-09-02,,19.991,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 0.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
233,11.59482,77.264,1.73,308.29,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
234,11.59569,77.25757,1.73,301.79,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
235,11.80807,77.92142,2.3,313.58,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9988,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9988,0.0,"[""Low-intensity thermal source (FRP: 2.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9988,unclassified,0.0
236,12.84852,79.90374,4.0,334.6,2026-09-02,,9.937,999.0,999.0,999.0,999.0,5.602,industrial_fire,0.99,0.9636,high,hybrid_agreement,True,False,False,,industrial_fire,2,industrial_fire,0.9636,99.0,"[""Low-intensity thermal source (FRP: 4.0 MW)."", ""Industrial infrastructure within 1.3 km."", ""2 labeling function(s) voted 'industrial_fire' (lf_factory_proximity_thermal, lf_nighttime_process_heat)."", ""XGBoost predicted 'industrial_fire' with 96.4% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'industrial_fire' — status confirmed.""]",5,confirmed,0.99,0.9636,industrial_fire,2.0
237,12.85253,79.90434,5.36,343.13,2026-09-02,,10.069,999.0,999.0,999.0,999.0,5.578,industrial_fire,0.99,0.986,high,hybrid_agreement,True,False,False,,industrial_fire,5,industrial_fire,0.986,99.0,"[""Moderate thermal signature (FRP: 5.4 MW)."", ""Industrial infrastructure within 1.8 km."", ""5 labeling function(s) voted 'industrial_fire' (lf_industry_high_frp, lf_factory_proximity_thermal, lf_industrial_zone_cluster, lf_forest_vegetation_fire, lf_nighttime_process_heat)."", ""XGBoost predicted 'industrial_fire' with 98.6% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'industrial_fire' — status confirmed.""]",5,confirmed,0.99,0.986,industrial_fire,5.0
238,13.09088,79.98233,0.52,304.44,2026-09-02,,21.914,18.712,999.0,999.0,24.387,13.26,unclassified,0.0,0.9987,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9987,0.0,"[""Low-intensity thermal source (FRP: 0.5 MW)."", ""Industrial infrastructure within 1.2 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9987,unclassified,0.0
239,6.3556,80.89746,2.06,304.67,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 2.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
240,6.35586,80.89634,1.69,309.53,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
241,6.35938,80.89688,1.33,309.14,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
